group,iso,pct_cat,tool,disp,exp,n
Lab1 NEBNext,shift3p,10-20,mirge,2.5994200303524115,1.918809094896498,100
Lab1 NEBNext,shift3p,20-50,mirge,3.0152835693096574,1.673764289464677,28
Lab1 NEBNext,shift3p,>50,mirge,3.0246496107500866,1.2918763697662023,2
Lab1 NEBNext,shift5p,<0.1,mirge,1.828541988905723,0.618338640692137,41
Lab1 NEBNext,shift5p,0.1-1,mirge,1.828541988905723,1.0503999821752539,137
Lab1 NEBNext,shift5p,1-5,mirge,1.828541988905723,1.5546324725182166,116
Lab1 NEBNext,shift5p,5-10,mirge,2.469551868255099,1.4236593012220897,32
Lab1 NEBNext,shift5p,10-20,mirge,2.217302614587355,1.7748280471317766,13
Lab1 NEBNext,shift5p,20-50,mirge,3.143192478429235,1.4515724029324202,6
Lab1 NEBNext,shift5p,>50,mirge,3.3662070113721057,1.726479687912363,2
Lab1 NEBNext,shift5p shift3p,<0.1,mirge,1.828541988905723,1.0784543804818172,79
Lab1 NEBNext,shift5p shift3p,0.1-1,mirge,1.828541988905723,1.6488680687758321,284
Lab1 NEBNext,shift5p shift3p,1-5,mirge,2.354320309903945,1.637773088889603,240
Lab1 NEBNext,shift5p shift3p,5-10,mirge,2.6930356618578903,1.82194721227555,54
Lab1 NEBNext,shift5p shift3p,10-20,mirge,2.754376412332239,1.5887201678053615,34
Lab1 NEBNext,shift5p shift3p,20-50,mirge,3.061083030588208,1.7703368678118345,13
Lab1 NEBNext,shift5p shift3p,>50,mirge,3.1656345595045106,1.5198545021098009,2
Lab1 NEBNext,snp,<0.1,mirge,1.828541988905723,0.38529400356337123,12993
Lab1 NEBNext,snp,0.1-1,mirge,1.828541988905723,0.5206308635069615,9285
Lab1 NEBNext,snp,1-5,mirge,1.828541988905723,0.49315800293765805,1741
Lab1 NEBNext,snp,5-10,mirge,1.828541988905723,0.5244501747522408,210
Lab1 NEBNext,snp,10-20,mirge,1.828541988905723,0.5045746694584514,58
Lab1 NEBNext,snp,20-50,mirge,1.828541988905723,0.48851847540994126,21
Lab1 NEBNext,snp,>50,mirge,1.828541988905723,0.38529400356337123,3
Lab1 TrueSeq,add3p,<0.1,mirge,0.5835899056089416,3.8164011079215916,2
Lab1 TrueSeq,add3p,0.1-1,mirge,0.5583203776363593,3.5142156725419365,263
Lab1 TrueSeq,add3p,1-5,mirge,0.5583203776363593,3.55775267323064,514
Lab1 TrueSeq,add3p,5-10,mirge,0.5583203776363593,3.55775267323064,43
Lab1 TrueSeq,add3p,10-20,mirge,0.5583203776363593,3.5142156725419365,12
Lab1 TrueSeq,add3p,20-50,mirge,0.5583203776363593,3.5359841728862884,10
Lab1 TrueSeq,add3p,>50,mirge,0.5583203776363593,3.55775267323064,3
Lab1 TrueSeq,add3p shift5p,<0.1,mirge,0.5583203776363593,3.65572935236492,24
Lab1 TrueSeq,add3p shift5p,0.1-1,mirge,0.5583203776363593,3.55775267323064,212
Lab1 TrueSeq,add3p shift5p,1-5,mirge,0.5583203776363593,3.55775267323064,386
Lab1 TrueSeq,add3p shift5p,5-10,mirge,0.5583203776363593,3.5142156725419365,42
Lab1 TrueSeq,add3p shift5p,10-20,mirge,0.5583203776363593,3.55775267323064,28
Lab1 TrueSeq,add3p shift5p,20-50,mirge,0.5583203776363593,3.5142156725419365,14
Lab1 TrueSeq,add3p shift5p,>50,mirge,0.5583203776363593,3.783324904515798,3
Lab1 TrueSeq,inv + other,<0.1,mirge,0.5583203776363593,3.65572935236492,3130
Lab1 TrueSeq,inv + other,0.1-1,mirge,0.5583203776363593,3.55775267323064,2848
Lab1 TrueSeq,inv + other,1-5,mirge,0.5583203776363593,3.5142156725419365,4416
Lab1 TrueSeq,inv + other,5-10,mirge,0.5583203776363593,3.5142156725419365,1312
Lab1 TrueSeq,inv + other,10-20,mirge,0.5583203776363593,3.5142156725419365,960
Lab1 TrueSeq,inv + other,20-50,mirge,0.5583203776363593,3.5142156725419365,1275
Lab1 TrueSeq,inv + other,>50,mirge,0.5583203776363593,3.55775267323064,642
Lab1 TrueSeq,reference,<0.1,mirge,0.4293505178470856,5.032307165502848,1
Lab1 TrueSeq,reference,0.1-1,mirge,0.47932389551424315,4.239285279376036,2
Lab1 TrueSeq,reference,1-5,mirge,0.5583203776363593,9.030769929205922,134
Lab1 TrueSeq,reference,5-10,mirge,0.480146890614989,6.364202283720497,158
Lab1 TrueSeq,reference,10-20,mirge,0.4763919622285968,5.233284267324615,127
Lab1 TrueSeq,reference,20-50,mirge,0.5342357263208548,4.236624277796077,55
Lab1 TrueSeq,reference,>50,mirge,0.5583203776363593,4.075049542612543,21
Lab1 TrueSeq,shift3p,<0.1,mirge,0.5583203776363593,3.5142156725419365,1
Lab1 TrueSeq,shift3p,0.1-1,mirge,0.5583203776363593,3.685804383652651,85
Lab1 TrueSeq,shift3p,1-5,mirge,0.5583203776363593,3.792709383720154,581
Lab1 TrueSeq,shift3p,5-10,mirge,0.5583203776363593,3.55775267323064,97
Lab1 TrueSeq,shift3p,10-20,mirge,0.5583203776363593,3.6320223851486224,36
Lab1 TrueSeq,shift3p,20-50,mirge,0.5583203776363593,3.527461826332268,12
Lab1 TrueSeq,shift3p,>50,mirge,0.5583203776363593,3.73722584905452,5
Lab1 TrueSeq,shift5p,<0.1,mirge,0.6514715443831898,7.111680652124189,1
Lab1 TrueSeq,shift5p,0.1-1,mirge,0.5583203776363593,3.792709383720154,86
Lab1 TrueSeq,shift5p,1-5,mirge,0.5583203776363593,4.036968301936172,947
Lab1 TrueSeq,shift5p,5-10,mirge,0.5583203776363593,3.9496197830917397,342
Lab1 TrueSeq,shift5p,10-20,mirge,0.5583203776363593,3.768637763873424,165
Lab1 TrueSeq,shift5p,20-50,mirge,0.5583203776363593,3.55775267323064,52
Lab1 TrueSeq,shift5p,>50,mirge,0.5583203776363593,3.9086900940734215,9
Lab1 TrueSeq,shift5p shift3p,0.1-1,mirge,0.5583203776363593,3.65572935236492,211
Lab1 TrueSeq,shift5p shift3p,1-5,mirge,0.5583203776363593,3.685804383652651,795
Lab1 TrueSeq,shift5p shift3p,5-10,mirge,0.5583203776363593,3.65572935236492,142
Lab1 TrueSeq,shift5p shift3p,10-20,mirge,0.5583203776363593,3.55775267323064,98
Lab1 TrueSeq,shift5p shift3p,20-50,mirge,0.5583203776363593,3.6399523629421524,68
Lab1 TrueSeq,shift5p shift3p,>50,mirge,0.5583203776363593,3.5142156725419365,15
Lab1 TrueSeq,snp,<0.1,mirge,0.5583203776363593,3.768637763873424,161
Lab1 TrueSeq,snp,0.1-1,mirge,0.5583203776363593,3.55775267323064,808
Lab1 TrueSeq,snp,1-5,mirge,0.5583203776363593,3.5142156725419365,2154
Lab1 TrueSeq,snp,5-10,mirge,0.5583203776363593,3.5142156725419365,389
Lab1 TrueSeq,snp,10-20,mirge,0.5583203776363593,3.5142156725419365,105
Lab1 TrueSeq,snp,20-50,mirge,0.5583203776363593,3.55775267323064,29
Lab1 TrueSeq,snp,>50,mirge,0.5583203776363593,3.4971709794338968,3
Lab2 NEBNext,add3p,<0.1,mirge,2.1932794519628906,0.10292836187488855,617
Lab2 NEBNext,add3p,0.1-1,mirge,2.1932794519628906,1.407193936321475,874
Lab2 NEBNext,add3p,1-5,mirge,2.1932794519628906,2.6616922197038124,469
Lab2 NEBNext,add3p,5-10,mirge,2.5832957663819736,2.300194248716306,73
Lab2 NEBNext,add3p,10-20,mirge,3.0703049849434563,2.100906824595019,40
Lab2 NEBNext,add3p,20-50,mirge,3.9633734886523393,2.0733591122760653,23
Lab2 NEBNext,add3p,>50,mirge,4.033602367756283,2.38230173399753,9
Lab2 NEBNext,add3p shift5p,<0.1,mirge,2.1932794519628906,0.10292836187488855,321
Lab2 NEBNext,add3p shift5p,0.1-1,mirge,2.1932794519628906,0.5318891848503204,383
Lab2 NEBNext,add3p shift5p,1-5,mirge,2.1932794519628906,1.586498939508907,199
Lab2 NEBNext,add3p shift5p,5-10,mirge,3.23175220577352,1.6114536943989668,30
Lab2 NEBNext,add3p shift5p,10-20,mirge,3.929255528879147,2.0448066081098286,21
Lab2 NEBNext,add3p shift5p,20-50,mirge,3.9507187900680476,2.053975371953518,14
Lab2 NEBNext,add3p shift5p,>50,mirge,3.773108314579053,1.8764198699029908,14
Lab2 NEBNext,inv + other,<0.1,mirge,2.1932794519628906,0.09942890410923433,34258
Lab2 NEBNext,inv + other,0.1-1,mirge,2.1932794519628906,0.10292836187488855,18271
Lab2 NEBNext,inv + other,1-5,mirge,2.1932794519628906,0.22922932527353598,7533
Lab2 NEBNext,inv + other,5-10,mirge,2.5445642278883738,1.116832620807923,1853
Lab2 NEBNext,inv + other,10-20,mirge,3.362187857917735,1.8701631268762915,1764
Lab2 NEBNext,inv + other,20-50,mirge,3.5058487010194046,2.002881746571638,1407
Lab2 NEBNext,inv + other,>50,mirge,3.1135994878413222,1.538959948818096,706
Lab2 NEBNext,reference,0.1-1,mirge,2.1471589916140146,1.2803881745673438,22
Lab2 NEBNext,reference,1-5,mirge,1.4120324770757064,6.119291329365636,76
Lab2 NEBNext,reference,5-10,mirge,1.8228366701648513,4.091296983878518,70
Lab2 NEBNext,reference,10-20,mirge,2.5312756252851734,3.150333977003697,77
Lab2 NEBNext,reference,20-50,mirge,2.336891617468928,3.2287402683221735,52
Lab2 NEBNext,reference,>50,mirge,3.2139411699907514,2.37112731531174,22
Lab2 NEBNext,shift3p,<0.1,mirge,2.1932794519628906,0.09942890410923433,33
Lab2 NEBNext,shift3p,0.1-1,mirge,2.1932794519628906,2.3543428418388275,189
Lab2 NEBNext,shift3p,1-5,mirge,2.1932794519628906,3.648179380533551,345
Lab2 NEBNext,shift3p,5-10,mirge,3.0066446580432356,3.313973129663486,144
Lab2 NEBNext,shift3p,10-20,mirge,3.30909279526212,2.679665291621799,106
Lab2 NEBNext,shift3p,20-50,mirge,3.557864559918077,2.5839716235259655,64
Lab2 NEBNext,shift3p,>50,mirge,3.807466300805479,2.5292257299886964,23
Lab2 NEBNext,shift5p,<0.1,mirge,2.1932794519628906,0.09942890410923433,41
Lab2 NEBNext,shift5p,0.1-1,mirge,2.1932794519628906,1.863274737774443,84
Lab2 NEBNext,shift5p,1-5,mirge,2.331160582686673,3.716902159111924,51
Lab2 NEBNext,shift5p,5-10,mirge,3.9024373634979073,1.9158463381291477,11
Lab2 NEBNext,shift5p,10-20,mirge,4.062562981358976,2.6166328988730756,14
Lab2 NEBNext,shift5p,20-50,mirge,4.08628235924913,2.4536251169217227,11
Lab2 NEBNext,shift5p,>50,mirge,4.08628235924913,2.2370153417902405,5
Lab2 NEBNext,shift5p shift3p,<0.1,mirge,2.1932794519628906,0.25503755938853845,51
Lab2 NEBNext,shift5p shift3p,0.1-1,mirge,2.9386775560832543,2.347109589537081,151
Lab2 NEBNext,shift5p shift3p,1-5,mirge,3.1935009263228555,2.5913932934411488,141
Lab2 NEBNext,shift5p shift3p,5-10,mirge,3.5029125400841474,2.2044707130940773,49
Lab2 NEBNext,shift5p shift3p,10-20,mirge,3.957788366124386,2.359280420838753,32
Lab2 NEBNext,shift5p shift3p,20-50,mirge,4.034609281971865,2.316704441227521,18
Lab2 NEBNext,shift5p shift3p,>50,mirge,4.096055194200092,2.2616619537300773,4
Lab2 NEBNext,snp,<0.1,mirge,2.1932794519628906,0.10292836187488855,12325
Lab2 NEBNext,snp,0.1-1,mirge,2.1932794519628906,0.3909246372216249,5460
Lab2 NEBNext,snp,1-5,mirge,2.1932794519628906,0.9420031408959452,909
Lab2 NEBNext,snp,5-10,mirge,2.1932794519628906,1.265922315109053,93
Lab2 NEBNext,snp,10-20,mirge,2.326387788096014,2.2675268673991065,39
Lab2 NEBNext,snp,20-50,mirge,2.1932794519628906,1.3794675207804903,6
Lab2 NEBNext,snp,>50,mirge,2.1932794519628906,0.10292836187488855,3
Lab2 TrueSeq,add3p,<0.1,mirge,0.19873799237172163,1.0874696103440853,262
Lab2 TrueSeq,add3p,0.1-1,mirge,0.19873799237172163,1.2199509143191298,1429
Lab2 TrueSeq,add3p,1-5,mirge,0.19873799237172163,1.4327662909903567,872
Lab2 TrueSeq,add3p,5-10,mirge,0.19873799237172163,1.3247753176478294,181
Lab2 TrueSeq,add3p,10-20,mirge,0.19873799237172163,1.0966192812395827,125
Lab2 TrueSeq,add3p,20-50,mirge,0.19873799237172163,1.1135505358509787,50
Lab2 TrueSeq,add3p,>50,mirge,0.19873799237172163,1.1507576060222964,10
Lab2 TrueSeq,add3p shift5p,<0.1,mirge,0.19873799237172163,0.9699153271119006,152
Lab2 TrueSeq,add3p shift5p,0.1-1,mirge,0.19873799237172163,1.0822043272533344,639
Lab2 TrueSeq,add3p shift5p,1-5,mirge,0.19873799237172163,1.0260598271826176,332
Lab2 TrueSeq,add3p shift5p,5-10,mirge,0.19873799237172163,0.9519902224740375,82
Lab2 TrueSeq,add3p shift5p,10-20,mirge,0.19873799237172163,0.9582978867906077,71
Lab2 TrueSeq,add3p shift5p,20-50,mirge,0.19873799237172163,0.9519902224740375,35
Lab2 TrueSeq,add3p shift5p,>50,mirge,0.19873799237172163,0.9483514997739286,7
Lab2 TrueSeq,inv + other,<0.1,mirge,0.19873799237172163,0.8113892116146577,5076
Lab2 TrueSeq,inv + other,0.1-1,mirge,0.19873799237172163,0.805407032088898,12961
Lab2 TrueSeq,inv + other,1-5,mirge,0.19873799237172163,0.805407032088898,4722
Lab2 TrueSeq,inv + other,5-10,mirge,0.19873799237172163,0.8113892116146577,2446
Lab2 TrueSeq,inv + other,10-20,mirge,0.19873799237172163,0.8113892116146577,2683
Lab2 TrueSeq,inv + other,20-50,mirge,0.19873799237172163,0.9483514997739286,1777
Lab2 TrueSeq,inv + other,>50,mirge,0.19873799237172163,0.9519902224740375,392
Lab2 TrueSeq,reference,0.1-1,mirge,0.055705468387738044,7.692616314035847,8
Lab2 TrueSeq,reference,1-5,mirge,0.10405585550412608,4.498544602692037,111
Lab2 TrueSeq,reference,5-10,mirge,0.16722818836907472,3.344476010084947,148
Lab2 TrueSeq,reference,10-20,mirge,0.19873799237172163,2.057207531491941,232
Lab2 TrueSeq,reference,20-50,mirge,0.19873799237172163,1.5300521738003021,132
Lab2 TrueSeq,reference,>50,mirge,0.19873799237172163,1.365769636856214,27
Lab2 TrueSeq,shift3p,<0.1,mirge,0.19873799237172163,1.4268156079418253,3
Lab2 TrueSeq,shift3p,0.1-1,mirge,0.19873799237172163,1.4578348077757488,241
Lab2 TrueSeq,shift3p,1-5,mirge,0.19873799237172163,2.090845362665284,623
Lab2 TrueSeq,shift3p,5-10,mirge,0.19873799237172163,1.72496975304751,318
Lab2 TrueSeq,shift3p,10-20,mirge,0.19873799237172163,1.6292838983824536,219
Lab2 TrueSeq,shift3p,20-50,mirge,0.19873799237172163,1.2421045746136872,78
Lab2 TrueSeq,shift3p,>50,mirge,0.3656362554618976,1.3329506719445827,9
Lab2 TrueSeq,shift5p,<0.1,mirge,0.19873799237172163,1.3732287395414775,14
Lab2 TrueSeq,shift5p,0.1-1,mirge,0.19873799237172163,1.0874696103440853,206
Lab2 TrueSeq,shift5p,1-5,mirge,0.19873799237172163,1.0874696103440853,212
Lab2 TrueSeq,shift5p,5-10,mirge,0.19873799237172163,1.3288533219158516,64
Lab2 TrueSeq,shift5p,10-20,mirge,0.19873799237172163,1.0966192812395827,38
Lab2 TrueSeq,shift5p,20-50,mirge,0.19873799237172163,1.2224681899366567,17
Lab2 TrueSeq,shift5p,>50,mirge,0.19873799237172163,1.2110951154711074,1
Lab2 TrueSeq,shift5p shift3p,<0.1,mirge,0.19873799237172163,1.0991996895719234,37
Lab2 TrueSeq,shift5p shift3p,0.1-1,mirge,0.19873799237172163,1.1135505358509787,427
Lab2 TrueSeq,shift5p shift3p,1-5,mirge,0.19873799237172163,1.2279455398139394,333
Lab2 TrueSeq,shift5p shift3p,5-10,mirge,0.19873799237172163,1.2077034352785168,123
Lab2 TrueSeq,shift5p shift3p,10-20,mirge,0.19873799237172163,1.0966192812395827,77
Lab2 TrueSeq,shift5p shift3p,20-50,mirge,0.19873799237172163,1.0874696103440853,48
Lab2 TrueSeq,shift5p shift3p,>50,mirge,0.19873799237172163,1.0978774315521567,6
Lab2 TrueSeq,snp,<0.1,mirge,0.19873799237172163,0.8113892116146577,1497
Lab2 TrueSeq,snp,0.1-1,mirge,0.19873799237172163,0.8113892116146577,4880
Lab2 TrueSeq,snp,1-5,mirge,0.19873799237172163,0.805407032088898,1658
Lab2 TrueSeq,snp,5-10,mirge,0.19873799237172163,0.805407032088898,277
Lab2 TrueSeq,snp,10-20,mirge,0.19873799237172163,0.8021418335066688,134
Lab2 TrueSeq,snp,20-50,mirge,0.19873799237172163,0.805407032088898,49
Lab2 TrueSeq,snp,>50,mirge,0.19873799237172163,0.8021418335066688,8
Lab4 NEBNext,add3p,<0.1,mirge,0.016251308135437535,3.4883285405286806,182
Lab4 NEBNext,add3p,0.1-1,mirge,0.016251308135437535,3.775721249581034,1388
Lab4 NEBNext,add3p,1-5,mirge,0.016251308135437535,3.641630323223205,663
Lab4 NEBNext,add3p,5-10,mirge,0.016251308135437535,3.4883285405286806,136
Lab4 NEBNext,add3p,10-20,mirge,0.016251308135437535,3.4883285405286806,86
Lab4 NEBNext,add3p,20-50,mirge,0.016251308135437535,3.4868909323882398,49
Lab4 NEBNext,add3p,>50,mirge,0.016251308135437535,3.563141346143307,16
Lab4 NEBNext,add3p shift5p,<0.1,mirge,0.016251308135437535,3.4868909323882398,64
Lab4 NEBNext,add3p shift5p,0.1-1,mirge,0.016251308135437535,3.637954151757933,448
Lab4 NEBNext,add3p shift5p,1-5,mirge,0.016251308135437535,3.637954151757933,133
Lab4 NEBNext,add3p shift5p,5-10,mirge,0.016251308135437535,3.4868909323882398,44
Lab4 NEBNext,add3p shift5p,10-20,mirge,0.016251308135437535,3.4868909323882398,35
Lab4 NEBNext,add3p shift5p,20-50,mirge,0.016251308135437535,3.4867471930896428,33
Lab4 NEBNext,add3p shift5p,>50,mirge,0.016251308135437535,3.5624225420730866,10
Lab4 NEBNext,inv + other,<0.1,mirge,0.016251308135437535,3.4868909323882398,1951
Lab4 NEBNext,inv + other,0.1-1,mirge,0.016251308135437535,3.4883285405286806,7024
Lab4 NEBNext,inv + other,1-5,mirge,0.016251308135437535,3.4868909323882398,1674
Lab4 NEBNext,inv + other,5-10,mirge,0.016251308135437535,3.4868909323882398,536
Lab4 NEBNext,inv + other,10-20,mirge,0.016251308135437535,3.4868909323882398,557
Lab4 NEBNext,inv + other,20-50,mirge,0.016251308135437535,3.4868909323882398,864
Lab4 NEBNext,inv + other,>50,mirge,0.016251308135437535,3.4868909323882398,471
Lab4 NEBNext,reference,0.1-1,mirge,0.008197325504197678,12.395292059370371,19
Lab4 NEBNext,reference,1-5,mirge,0.01411130136977068,8.659710685723368,90
Lab4 NEBNext,reference,5-10,mirge,0.016251308135437535,4.961818440541868,81
Lab4 NEBNext,reference,10-20,mirge,0.016251308135437535,4.4846207980615995,101
Lab4 NEBNext,reference,20-50,mirge,0.016251308135437535,3.641630323223205,101
Lab4 NEBNext,reference,>50,mirge,0.016251308135437535,3.4883285405286806,49
Lab4 NEBNext,shift3p,<0.1,mirge,0.016251308135437535,3.4867471930896428,1
Lab4 NEBNext,shift3p,0.1-1,mirge,0.016251308135437535,4.488038237338522,226
Lab4 NEBNext,shift3p,1-5,mirge,0.016251308135437535,4.225660171083867,388
Lab4 NEBNext,shift3p,5-10,mirge,0.016251308135437535,3.640913206198416,198
Lab4 NEBNext,shift3p,10-20,mirge,0.016251308135437535,3.6382155364376842,129
Lab4 NEBNext,shift3p,20-50,mirge,0.016251308135437535,3.4883285405286806,92
Lab4 NEBNext,shift3p,>50,mirge,0.016251308135437535,3.639408013752125,32
Lab4 NEBNext,shift5p,<0.1,mirge,0.016251308135437535,3.4883285405286806,7
Lab4 NEBNext,shift5p,0.1-1,mirge,0.016251308135437535,3.6387631887372676,97
Lab4 NEBNext,shift5p,1-5,mirge,0.016251308135437535,3.6387631887372676,109
Lab4 NEBNext,shift5p,5-10,mirge,0.016251308135437535,3.4868909323882398,40
Lab4 NEBNext,shift5p,10-20,mirge,0.016251308135437535,3.4868190627389413,28
Lab4 NEBNext,shift5p,20-50,mirge,0.016251308135437535,3.4868909323882398,20
Lab4 NEBNext,shift5p,>50,mirge,0.016251308135437535,3.641630323223205,1
Lab4 NEBNext,shift5p shift3p,<0.1,mirge,0.016251308135437535,3.4883285405286806,26
Lab4 NEBNext,shift5p shift3p,0.1-1,mirge,0.016251308135437535,3.774928385623435,186
Lab4 NEBNext,shift5p shift3p,1-5,mirge,0.016251308135437535,3.7753309444672363,131
Lab4 NEBNext,shift5p shift3p,5-10,mirge,0.016251308135437535,3.4868909323882398,55
Lab4 NEBNext,shift5p shift3p,10-20,mirge,0.016251308135437535,3.4883285405286806,59
Lab4 NEBNext,shift5p shift3p,20-50,mirge,0.016251308135437535,3.4883285405286806,20
Lab4 NEBNext,shift5p shift3p,>50,mirge,0.016251308135437535,3.4883285405286806,19
Lab4 NEBNext,snp,<0.1,mirge,0.016251308135437535,3.4868909323882398,585
Lab4 NEBNext,snp,0.1-1,mirge,0.016251308135437535,3.637954151757933,2841
Lab4 NEBNext,snp,1-5,mirge,0.016251308135437535,3.4868909323882398,1446
Lab4 NEBNext,snp,5-10,mirge,0.016251308135437535,3.4868909323882398,366
Lab4 NEBNext,snp,10-20,mirge,0.016251308135437535,3.4868909323882398,178
Lab4 NEBNext,snp,20-50,mirge,0.016251308135437535,3.4868909323882398,88
Lab4 NEBNext,snp,>50,mirge,0.016251308135437535,3.4868909323882398,19
Lab4 TrueSeq,add3p,<0.1,mirge,0.038306059728254724,2.3435702561966982,72
Lab4 TrueSeq,add3p,0.1-1,mirge,0.038306059728254724,2.4810309175246728,1144
Lab4 TrueSeq,add3p,1-5,mirge,0.038306059728254724,2.6027600780848297,975
Lab4 TrueSeq,add3p,5-10,mirge,0.038306059728254724,2.3444547192056056,158
Lab4 TrueSeq,add3p,10-20,mirge,0.038306059728254724,2.3444883485762134,97
Lab4 TrueSeq,add3p,20-50,mirge,0.038306059728254724,2.1919762128580325,58
Lab4 TrueSeq,add3p,>50,mirge,0.038306059728254724,2.3444715338909097,14
Lab4 TrueSeq,add3p shift5p,<0.1,mirge,0.038306059728254724,2.3444715338088544,15
Lab4 TrueSeq,add3p shift5p,0.1-1,mirge,0.038306059728254724,2.3440292416312185,367
Lab4 TrueSeq,add3p shift5p,1-5,mirge,0.038306059728254724,2.3444883485762134,236
Lab4 TrueSeq,add3p shift5p,5-10,mirge,0.038306059728254724,2.1919762128580325,44
Lab4 TrueSeq,add3p shift5p,10-20,mirge,0.038306059728254724,2.3415584787353745,35
Lab4 TrueSeq,add3p shift5p,20-50,mirge,0.038306059728254724,2.3440292416312185,27
Lab4 TrueSeq,add3p shift5p,>50,mirge,0.038306059728254724,2.191513351736453,7
Lab4 TrueSeq,inv + other,<0.1,mirge,0.038306059728254724,2.1919762128580325,423
Lab4 TrueSeq,inv + other,0.1-1,mirge,0.038306059728254724,2.1919762128580325,3165
Lab4 TrueSeq,inv + other,1-5,mirge,0.038306059728254724,2.1919762128580325,2866
Lab4 TrueSeq,inv + other,5-10,mirge,0.038306059728254724,2.191959265333893,1054
Lab4 TrueSeq,inv + other,10-20,mirge,0.038306059728254724,2.191959265333893,1424
Lab4 TrueSeq,inv + other,20-50,mirge,0.038306059728254724,2.191959265333893,1472
Lab4 TrueSeq,inv + other,>50,mirge,0.038306059728254724,2.1919762128580325,527
Lab4 TrueSeq,reference,0.1-1,mirge,0.005006813511399619,15.507980419799253,4
Lab4 TrueSeq,reference,1-5,mirge,0.013503710610452524,8.465387859690578,77
Lab4 TrueSeq,reference,5-10,mirge,0.018994128661382594,6.217558808766652,181
Lab4 TrueSeq,reference,10-20,mirge,0.038306059728254724,3.95346599850048,208
Lab4 TrueSeq,reference,20-50,mirge,0.038306059728254724,2.8772286264726086,130
Lab4 TrueSeq,reference,>50,mirge,0.038306059728254724,2.4810059123400863,52
Lab4 TrueSeq,shift3p,<0.1,mirge,0.038306059728254724,2.343006003591613,1
Lab4 TrueSeq,shift3p,0.1-1,mirge,0.038306059728254724,2.720948890771961,140
Lab4 TrueSeq,shift3p,1-5,mirge,0.038306059728254724,2.929093276831105,637
Lab4 TrueSeq,shift3p,5-10,mirge,0.038306059728254724,2.6076111441101815,270
Lab4 TrueSeq,shift3p,10-20,mirge,0.038306059728254724,2.3444883485762134,166
Lab4 TrueSeq,shift3p,20-50,mirge,0.038306059728254724,2.3440292416312185,79
Lab4 TrueSeq,shift3p,>50,mirge,0.038306059728254724,2.3444547192056056,13
Lab4 TrueSeq,shift5p,<0.1,mirge,0.038306059728254724,2.6076111441101815,3
Lab4 TrueSeq,shift5p,0.1-1,mirge,0.038306059728254724,2.4815647067722386,155
Lab4 TrueSeq,shift5p,1-5,mirge,0.038306059728254724,2.3440292416312185,518
Lab4 TrueSeq,shift5p,5-10,mirge,0.038306059728254724,2.3415584787353745,97
