X1,category,sample,counts,lab,lib_method_simple,lane,replicate
3,iso_snp_count,DG-PlasmaMP-NEB-2_S19_R1_001,1945,Lab2,NEBNext,NA,2
4,iso_snp_central_count,DG-PlasmaMP-NEB-2_S19_R1_001,1574,Lab2,NEBNext,NA,2
5,iso_snp_central_offset_count,DG-PlasmaMP-NEB-2_S19_R1_001,432,Lab2,NEBNext,NA,2
6,iso_snp_central_supp_count,DG-PlasmaMP-NEB-2_S19_R1_001,1877,Lab2,NEBNext,NA,2
7,iso_snp_seed_count,DG-PlasmaMP-NEB-2_S19_R1_001,2468,Lab2,NEBNext,NA,2
8,isomiR_count,DG-PlasmaMP-NEB-2_S19_R1_001,11174,Lab2,NEBNext,NA,2
9,ref_miRNA_count,DG-PlasmaMP-NEB-2_S19_R1_001,223,Lab2,NEBNext,NA,2
0,iso_3p_mean,DG-PlasmaMP-NEB-2_S19_R1_001,109.835057311,Lab2,NEBNext,NA,2
1,iso_5p_mean,DG-PlasmaMP-NEB-2_S19_R1_001,61.381270903,Lab2,NEBNext,NA,2
2,iso_add_mean,DG-PlasmaMP-NEB-2_S19_R1_001,71.1559893523,Lab2,NEBNext,NA,2
3,iso_snp_mean,DG-PlasmaMP-NEB-2_S19_R1_001,20.4462724936,Lab2,NEBNext,NA,2
4,iso_snp_central_mean,DG-PlasmaMP-NEB-2_S19_R1_001,17.1454891995,Lab2,NEBNext,NA,2
5,iso_snp_central_offset_mean,DG-PlasmaMP-NEB-2_S19_R1_001,21.5972222222,Lab2,NEBNext,NA,2
6,iso_snp_central_supp_mean,DG-PlasmaMP-NEB-2_S19_R1_001,17.5434203516,Lab2,NEBNext,NA,2
7,iso_snp_seed_mean,DG-PlasmaMP-NEB-2_S19_R1_001,15.5457860616,Lab2,NEBNext,NA,2
8,isomiR_mean,DG-PlasmaMP-NEB-2_S19_R1_001,96.7052980132,Lab2,NEBNext,NA,2
9,ref_miRNA_mean,DG-PlasmaMP-NEB-2_S19_R1_001,3965.95067265,Lab2,NEBNext,NA,2
0,iso_3p_sum,DG-PlasmaMP-NEB-3_S20_R1_001,797516,Lab2,NEBNext,NA,3
1,iso_5p_sum,DG-PlasmaMP-NEB-3_S20_R1_001,95818,Lab2,NEBNext,NA,3
2,iso_add_sum,DG-PlasmaMP-NEB-3_S20_R1_001,421250,Lab2,NEBNext,NA,3
3,iso_snp_sum,DG-PlasmaMP-NEB-3_S20_R1_001,40914,Lab2,NEBNext,NA,3
4,iso_snp_central_sum,DG-PlasmaMP-NEB-3_S20_R1_001,27581,Lab2,NEBNext,NA,3
5,iso_snp_central_offset_sum,DG-PlasmaMP-NEB-3_S20_R1_001,10070,Lab2,NEBNext,NA,3
6,iso_snp_central_supp_sum,DG-PlasmaMP-NEB-3_S20_R1_001,32726,Lab2,NEBNext,NA,3
7,iso_snp_seed_sum,DG-PlasmaMP-NEB-3_S20_R1_001,39201,Lab2,NEBNext,NA,3
8,isomiR_sum,DG-PlasmaMP-NEB-3_S20_R1_001,1117489,Lab2,NEBNext,NA,3
9,ref_miRNA_sum,DG-PlasmaMP-NEB-3_S20_R1_001,949974,Lab2,NEBNext,NA,3
0,iso_3p_count,DG-PlasmaMP-NEB-3_S20_R1_001,6855,Lab2,NEBNext,NA,3
1,iso_5p_count,DG-PlasmaMP-NEB-3_S20_R1_001,1460,Lab2,NEBNext,NA,3
2,iso_add_count,DG-PlasmaMP-NEB-3_S20_R1_001,5448,Lab2,NEBNext,NA,3
3,iso_snp_count,DG-PlasmaMP-NEB-3_S20_R1_001,1935,Lab2,NEBNext,NA,3
4,iso_snp_central_count,DG-PlasmaMP-NEB-3_S20_R1_001,1589,Lab2,NEBNext,NA,3
5,iso_snp_central_offset_count,DG-PlasmaMP-NEB-3_S20_R1_001,441,Lab2,NEBNext,NA,3
6,iso_snp_central_supp_count,DG-PlasmaMP-NEB-3_S20_R1_001,1843,Lab2,NEBNext,NA,3
7,iso_snp_seed_count,DG-PlasmaMP-NEB-3_S20_R1_001,2426,Lab2,NEBNext,NA,3
8,isomiR_count,DG-PlasmaMP-NEB-3_S20_R1_001,11013,Lab2,NEBNext,NA,3
9,ref_miRNA_count,DG-PlasmaMP-NEB-3_S20_R1_001,216,Lab2,NEBNext,NA,3
0,iso_3p_mean,DG-PlasmaMP-NEB-3_S20_R1_001,116.340773158,Lab2,NEBNext,NA,3
1,iso_5p_mean,DG-PlasmaMP-NEB-3_S20_R1_001,65.6287671233,Lab2,NEBNext,NA,3
2,iso_add_mean,DG-PlasmaMP-NEB-3_S20_R1_001,77.3219530103,Lab2,NEBNext,NA,3
3,iso_snp_mean,DG-PlasmaMP-NEB-3_S20_R1_001,21.1441860465,Lab2,NEBNext,NA,3
4,iso_snp_central_mean,DG-PlasmaMP-NEB-3_S20_R1_001,17.3574575205,Lab2,NEBNext,NA,3
5,iso_snp_central_offset_mean,DG-PlasmaMP-NEB-3_S20_R1_001,22.8344671202,Lab2,NEBNext,NA,3
6,iso_snp_central_supp_mean,DG-PlasmaMP-NEB-3_S20_R1_001,17.7569180684,Lab2,NEBNext,NA,3
7,iso_snp_seed_mean,DG-PlasmaMP-NEB-3_S20_R1_001,16.1586974444,Lab2,NEBNext,NA,3
8,isomiR_mean,DG-PlasmaMP-NEB-3_S20_R1_001,101.469990012,Lab2,NEBNext,NA,3
9,ref_miRNA_mean,DG-PlasmaMP-NEB-3_S20_R1_001,4398.02777778,Lab2,NEBNext,NA,3
0,iso_3p_sum,DG-PlasmaMP-NEB-4_S21_R1_001,776024,Lab2,NEBNext,NA,4
1,iso_5p_sum,DG-PlasmaMP-NEB-4_S21_R1_001,88321,Lab2,NEBNext,NA,4
2,iso_add_sum,DG-PlasmaMP-NEB-4_S21_R1_001,441281,Lab2,NEBNext,NA,4
3,iso_snp_sum,DG-PlasmaMP-NEB-4_S21_R1_001,39213,Lab2,NEBNext,NA,4
4,iso_snp_central_sum,DG-PlasmaMP-NEB-4_S21_R1_001,25685,Lab2,NEBNext,NA,4
5,iso_snp_central_offset_sum,DG-PlasmaMP-NEB-4_S21_R1_001,9590,Lab2,NEBNext,NA,4
6,iso_snp_central_supp_sum,DG-PlasmaMP-NEB-4_S21_R1_001,30527,Lab2,NEBNext,NA,4
7,iso_snp_seed_sum,DG-PlasmaMP-NEB-4_S21_R1_001,36611,Lab2,NEBNext,NA,4
8,isomiR_sum,DG-PlasmaMP-NEB-4_S21_R1_001,1075742,Lab2,NEBNext,NA,4
9,ref_miRNA_sum,DG-PlasmaMP-NEB-4_S21_R1_001,867405,Lab2,NEBNext,NA,4
0,iso_3p_count,DG-PlasmaMP-NEB-4_S21_R1_001,7807,Lab2,NEBNext,NA,4
1,iso_5p_count,DG-PlasmaMP-NEB-4_S21_R1_001,1638,Lab2,NEBNext,NA,4
2,iso_add_count,DG-PlasmaMP-NEB-4_S21_R1_001,6552,Lab2,NEBNext,NA,4
3,iso_snp_count,DG-PlasmaMP-NEB-4_S21_R1_001,2060,Lab2,NEBNext,NA,4
4,iso_snp_central_count,DG-PlasmaMP-NEB-4_S21_R1_001,1644,Lab2,NEBNext,NA,4
5,iso_snp_central_offset_count,DG-PlasmaMP-NEB-4_S21_R1_001,465,Lab2,NEBNext,NA,4
6,iso_snp_central_supp_count,DG-PlasmaMP-NEB-4_S21_R1_001,1933,Lab2,NEBNext,NA,4
7,iso_snp_seed_count,DG-PlasmaMP-NEB-4_S21_R1_001,2537,Lab2,NEBNext,NA,4
8,isomiR_count,DG-PlasmaMP-NEB-4_S21_R1_001,12126,Lab2,NEBNext,NA,4
9,ref_miRNA_count,DG-PlasmaMP-NEB-4_S21_R1_001,211,Lab2,NEBNext,NA,4
0,iso_3p_mean,DG-PlasmaMP-NEB-4_S21_R1_001,99.4010503394,Lab2,NEBNext,NA,4
1,iso_5p_mean,DG-PlasmaMP-NEB-4_S21_R1_001,53.92002442,Lab2,NEBNext,NA,4
2,iso_add_mean,DG-PlasmaMP-NEB-4_S21_R1_001,67.3505799756,Lab2,NEBNext,NA,4
3,iso_snp_mean,DG-PlasmaMP-NEB-4_S21_R1_001,19.0354368932,Lab2,NEBNext,NA,4
4,iso_snp_central_mean,DG-PlasmaMP-NEB-4_S21_R1_001,15.6234793187,Lab2,NEBNext,NA,4
5,iso_snp_central_offset_mean,DG-PlasmaMP-NEB-4_S21_R1_001,20.623655914,Lab2,NEBNext,NA,4
6,iso_snp_central_supp_mean,DG-PlasmaMP-NEB-4_S21_R1_001,15.7925504397,Lab2,NEBNext,NA,4
7,iso_snp_seed_mean,DG-PlasmaMP-NEB-4_S21_R1_001,14.4308238076,Lab2,NEBNext,NA,4
8,isomiR_mean,DG-PlasmaMP-NEB-4_S21_R1_001,88.7136730991,Lab2,NEBNext,NA,4
9,ref_miRNA_mean,DG-PlasmaMP-NEB-4_S21_R1_001,4110.92417062,Lab2,NEBNext,NA,4
0,iso_3p_sum,NEB-Plasma-1_S85553_AGTCAA,624555,Lab5,NEBNext,NA,1
1,iso_5p_sum,NEB-Plasma-1_S85553_AGTCAA,69301,Lab5,NEBNext,NA,1
2,iso_add_sum,NEB-Plasma-1_S85553_AGTCAA,355015,Lab5,NEBNext,NA,1
